Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
1,5,38,32,2982,779,13070,13,685,25775926997236100,82,88,0,31,10,23489318
0,2,35,72,3946,4069,46007,12,272,13631019338712600,14,15,0,34,19,64669451
0,3,50,74,4526,4240,48828,2,68,10167998254619100,91,80,0,64,47,75799482
0,5,36,72,2776,5818,63057,3,598,2895499652910600,72,76,0,70,51,46455449
1,5,48,48,2634,3024,39000,13,266,24026899853631200,25,14,0,39,37,30085592
1,0,44,34,3539,1961,27461,1,662,25176482195443800,42,95,0,10,31,27845348
0,5,37,83,2803,6330,68646,4,754,1056879124704850,95,67,0,10,81,53858734
0,1,41,90,6587,6471,70545,18,646,15610966200895700,66,25,1,76,32,134248741
2,5,47,65,2797,3564,38283,13,282,6705218281016210,65,21,1,40,58,42601816
0,0,48,70,423,7866,88239,6,600,7734987205495710,69,61,0,3,14,67908905
2,2,33,66,313,2773,34305,6,459,10523976093969400,52,15,0,2,43,46996145
0,0,37,80,4162,1733,20535,15,603,125808657721953,25,25,0,73,34,75596799
2,0,37,58,4583,3440,38375,18,561,29929620073299300,24,95,1,4,57,61707904
1,3,31,50,4821,1502,16681,17,239,15552214129401100,72,77,0,11,23,55755369
0,1,42,73,6433,7010,75771,14,870,22446894573349000,90,65,0,33,30,107029005
0,3,47,71,5597,5515,64681,4,355,2761117941831540,37,29,0,52,31,89443959
0,2,38,78,3647,4860,49793,1,922,11151420794950200,55,30,1,37,32,64237062
0,4,45,74,684,1930,25040,8,502,861805487709488,99,50,0,3,10,11299806
2,2,43,53,3741,3283,34814,11,156,11081454937372700,33,78,0,10,31,45927888
0,1,38,74,6429,4983,50860,13,718,2706054217517620,45,10,1,73,46,107673775
1,5,33,47,2688,1956,26865,17,274,21642150855751000,43,14,1,6,2,30156613
1,0,44,42,3998,1685,19997,14,435,16283378081011900,13,88,1,8,7,39178309
0,4,47,74,6851,6504,65635,17,579,25507068670831000,56,83,0,17,32,11517758
1,1,44,48,5812,3125,39502,1,109,10918161072470200,29,73,1,46,38,62882012
0,3,30,72,5447,2347,26510,8,421,10979384363490000,22,55,0,26,40,88001598
0,0,34,87,3964,6652,66030,19,191,1918050230055720,74,23,0,27,7,79412018
1,2,31,35,3373,1983,21675,11,167,24751568931310400,79,19,0,31,25,28072158
0,3,41,75,5164,4675,52673,10,729,11488962922878600,90,91,1,73,18,88304039
1,1,45,34,5741,2105,29900,1,241,10250858462772000,94,44,0,33,8,44286317
2,1,32,50,5753,2077,21107,5,335,1684936748347770,88,73,1,4,37,65020308
0,2,47,77,3572,8058,82120,16,590,8355117250291640,21,51,1,19,6,64021236
2,4,41,50,695,2747,28480,5,718,2369529368946100,30,76,0,29,3,7805295
1,2,44,50,3324,4327,43412,16,68,19433273058111000,21,27,0,32,5,39240498
2,5,49,55,2559,3872,41780,3,651,1781353022722360,42,54,1,18,33,32653564
2,3,32,69,5073,958,9096,2,671,2680658533800230,21,44,0,1,60,77815936
1,4,48,43,7398,3790,42241,17,619,23314045615719700,69,32,0,17,15,73012207
2,0,33,60,4437,1181,17676,1,165,8731744798926960,75,64,1,13,9,59493324
2,5,38,51,2759,839,14871,16,89,1551079546105390,24,58,0,4,35,33150877
1,4,47,50,716,948,16187,2,314,13031763875143000,66,55,1,17,13,79707735
2,3,48,53,5441,4508,48685,7,170,25051735950373400,12,63,1,44,6,65454362
1,1,40,42,595,3278,41012,11,671,2297591960428130,49,23,0,14,1,5710831
2,0,42,56,4525,3073,38038,6,413,16800252195133200,36,43,1,22,30,5745864
1,2,44,35,3993,3358,34711,2,254,2559116272338270,100,39,1,3,28,32353183
1,3,47,32,4729,1246,22007,14,535,152516784504035,93,79,0,1,26,3593245
2,5,32,58,2785,2922,34829,4,720,2508880075747120,23,13,1,23,16,3682013
2,5,46,63,2698,1731,18477,19,895,5801872373300730,93,35,1,11,15,40365489
2,1,40,69,5716,2137,22180,2,144,8365474413502540,48,93,1,28,27,88054106
0,1,39,80,6499,5462,61394,2,448,238993601963315,62,37,0,5,59,116189286
0,0,38,74,4524,2080,24723,13,595,7859731070329200,58,24,1,23,5,75707231
0,2,40,83,3057,3339,42076,13,803,2209402601416050,75,78,1,16,5,58568116
1,0,49,48,4153,2096,29656,3,879,23089344953188400,40,14,0,31,26,45101537
2,1,41,57,6121,1577,23539,6,379,2155488392969800,16,48,0,24,52,78223684
1,1,49,36,593,4776,54940,17,874,2545580313013830,48,87,0,25,33,5063696
0,5,34,76,3195,4261,46862,1,710,17790426753034000,59,96,1,70,16,5534281
2,1,44,52,6542,2868,32785,7,664,27425926568087000,60,32,1,34,9,76668527
1,4,46,32,6687,3653,36271,7,359,19237405691761800,81,37,1,1,16,4906728
2,3,44,67,4632,2848,32535,13,266,17696824218251700,14,61,1,26,61,70686395
1,1,42,42,5537,2111,22408,9,726,17734682747376000,99,30,0,7,1,53092512
2,0,41,50,390,3264,37129,18,217,2780205543711540,99,24,0,34,13,46021945
0,2,47,74,3371,6093,61916,1,581,11092400894669000,19,48,1,17,55,56647868
0,2,46,73,3474,4438,53381,11,158,22375886059280000,41,17,1,22,20,58038951
2,2,32,65,3554,1287,11877,11,248,11065394704124600,63,90,0,15,62,53031883
1,4,47,44,7334,3547,42558,10,451,7304374463694340,44,40,1,30,35,73402174
0,0,38,87,3931,5867,61275,17,794,28843596940831000,54,40,1,60,40,78805668
0,4,35,86,6864,2207,25074,17,221,8243134488895730,39,81,1,33,44,132605724
0,1,47,83,641,3826,38933,12,233,2215483128868430,74,41,0,0,52,119438055
2,3,39,63,5435,3315,34988,10,779,1561396814709650,43,78,0,8,19,7756643
2,2,46,68,3256,3172,31405,12,66,2592753416575620,49,26,0,67,6,50947065
1,0,35,35,3846,1053,16753,6,603,24330054575926400,62,58,0,19,21,31195745
1,2,30,42,3908,1152,19508,6,205,8594210613618310,97,79,1,16,27,37905168
1,4,40,47,6587,2396,32459,6,70,1669541860303060,68,50,1,43,19,6993408
2,5,32,64,2858,2868,35531,8,470,56883070431369100,19,16,0,9,31,41848903
2,1,45,56,5993,2300,25008,5,200,15738087851601500,39,76,1,45,18,75460751
1,3,36,48,4706,2431,24054,6,160,2250539555649430,48,54,0,42,27,51421106
1,1,39,46,5698,2744,34168,2,865,10803905349552900,77,38,1,39,24,59291066
2,5,32,58,2967,1564,18504,17,364,25250835164941100,50,99,1,12,21,40629665
1,3,36,40,533,1016,13405,8,689,6329120654845150,69,89,1,37,1,48840565
0,5,46,74,3424,4417,49602,9,929,58641590540046700,86,13,0,15,69,5826832
2,1,33,51,6577,1831,26211,8,507,5686313701534000,19,63,1,38,32,75636008
1,4,43,44,6581,884,12406,11,101,1200067178900450,79,42,1,32,41,65814759
2,1,48,61,5738,3160,40945,10,322,16677645216274800,77,13,1,26,45,79254465
0,1,44,79,6332,5019,53720,17,855,7686175306746120,84,11,1,78,53,113746874
2,1,46,59,6095,3666,45676,13,434,2991858987227260,96,63,0,15,2,8181719
2,0,32,69,386,1168,11071,9,636,2998902703750340,38,39,1,5,63,60233695
2,5,35,60,2726,2036,28584,15,978,17995059153640700,49,73,1,28,23,38712586
2,5,48,59,2809,4430,53539,13,912,192002383682376,34,51,0,39,11,39275134
0,2,44,76,3472,8641,91731,13,861,2817020949189920,39,79,0,16,68,61896621
2,5,43,63,2695,4077,42095,13,137,24244819482573700,40,83,1,39,21,4010904
2,2,43,62,4061,1791,20721,4,69,9198691960217240,88,69,1,6,19,56812838
1,0,38,34,3618,865,13191,10,480,24812222875543500,16,48,0,33,32,28786503
2,4,31,68,7584,841,14534,15,630,10773508327326400,28,99,0,54,67,116318412
1,2,46,39,3926,2998,37452,10,219,15756195668284300,65,38,1,35,25,35963286
0,1,44,77,5965,2783,30922,8,715,1831270613898630,79,56,0,25,15,103016455
0,4,39,87,7314,4242,47819,10,866,22924982475464000,73,57,0,25,83,142842149
0,0,48,70,4239,9398,101939,17,155,8753757443056110,14,49,1,10,18,69067957
0,5,37,74,2735,3354,36868,5,376,69042463697025,51,21,1,24,30,4609374
1,2,36,40,3373,1812,23236,13,268,26653083246517100,27,42,0,35,2,31758861
2,1,47,69,6064,2217,25353,19,835,2566981228217620,99,29,1,41,54,95375499
0,3,46,80,5202,9136,91975,12,919,18081633547925600,100,91,1,47,10,95604629
2,3,40,65,5097,2107,26227,12,656,21559095096053900,15,69,1,1,15,74835732
1,4,33,39,702,2128,25938,2,314,22982532988971200,70,36,0,27,38,6165581
1,5,34,44,2987,2421,25193,9,371,16913283926647600,83,61,0,0,40,31085527
1,3,43,36,5048,4018,44619,2,807,11430762139525200,39,87,0,5,0,41640867
0,4,38,84,6978,3162,31347,1,365,17034810180113600,72,94,0,39,31,130489783
2,0,47,65,4095,1205,21453,14,157,28769949774406800,27,17,1,35,18,60448775
2,4,49,55,7477,2096,22597,13,854,259458128390634,22,81,1,0,25,92660575
2,4,46,60,7196,3304,39219,3,992,16638687481295500,93,97,0,48,40,97328783
1,4,38,46,7295,2126,23098,5,798,10639475834318500,68,52,0,14,20,7543185
0,1,46,84,6157,5645,63269,2,558,2724036069758510,84,100,0,64,10,116114485
1,4,37,45,7207,2944,34640,18,590,20956027264605700,58,96,1,18,6,74500753
1,2,33,31,3636,1445,14471,9,624,1511849891076230,24,69,0,24,5,26569153
2,4,31,53,653,2419,25056,12,576,7791438525724720,44,86,1,13,24,7848865
1,1,38,48,660,1705,18675,5,287,2379409093385670,89,37,0,21,31,71258925
2,1,48,55,5537,3814,44610,18,58,12924309313312900,11,93,0,22,32,70118913
0,0,35,87,3935,6925,76160,2,385,2015764785709940,29,63,1,61,15,77429165
2,5,34,70,2616,892,16033,10,371,1924043080136970,33,56,0,33,35,42014333
0,3,49,80,4607,3851,38814,10,50,22490576930859900,34,85,0,10,16,83211142
2,3,31,58,5373,2739,30628,3,170,18440527690805500,19,90,0,15,44,70007843
1,4,46,32,6969,3237,40741,14,58,20760288832462800,86,73,1,14,25,52006398
1,0,36,31,4381,1551,20268,5,362,7038560468646300,24,12,1,5,22,30947286
0,4,31,87,680,1269,15211,13,233,21631966816712800,85,64,0,8,44,132272005
0,3,48,84,4782,2048,23977,17,709,9854772379967490,42,84,0,3,46,91102875
0,1,33,87,5776,5717,60536,6,287,14799518109567600,51,59,0,44,55,112989582
2,5,41,68,3178,2115,20407,13,938,1781336306606130,52,94,0,55,10,50170231
2,0,35,64,4396,2832,29995,12,819,2217192941332420,74,91,1,39,51,64773551
0,1,31,86,5997,2706,31071,3,818,23560683576493100,76,58,0,34,29,115020164
1,5,31,47,2917,2796,35873,16,379,22623066852311600,68,46,0,22,24,33003428
2,0,32,67,4571,2884,34083,5,520,7377636475401660,80,15,1,23,20,68948851
2,0,31,60,3628,1942,25441,2,871,1467259927977550,11,67,0,53,1,49050537
2,3,45,67,5035,1864,18945,11,68,12016626805434100,55,34,1,3,66,76158895
0,1,40,72,5949,7322,81717,4,67,14960538109131100,57,70,0,39,4,96614924
0,0,37,82,3608,4510,52505,1,329,21171829611148400,32,82,0,51,44,66810049
0,2,38,83,3295,3448,40515,13,176,9823018156473090,60,47,1,59,65,6289177
0,0,49,73,3531,9796,98363,18,357,17552484211845400,52,11,1,33,63,60936688
0,5,48,87,3465,7665,83686,16,263,271217892762645,52,88,1,30,22,70119605
1,3,44,34,5169,3054,37666,2,325,23278171439022400,21,59,1,30,13,40022071
1,4,48,43,7397,3297,38756,9,956,23134127779736200,49,38,0,31,17,72227135
0,3,36,81,5074,5055,54333,12,378,26217909452297600,79,67,0,35,74,93596267
2,4,38,56,7159,942,10859,5,768,14981124815185200,47,71,1,21,14,89487736
0,1,42,81,6271,8258,90737,5,749,23987070835126600,54,23,1,18,68,11450776
1,1,42,37,6499,3798,37416,13,65,6467610490700270,97,68,1,34,2,55790141
1,0,40,50,3601,2644,29931,16,702,6410674109479530,88,36,0,37,17,42532059
2,2,38,70,3364,793,12690,19,486,13294966423936500,94,82,0,41,7,54791192
1,1,50,32,628,2191,23709,9,55,9921174152979620,17,95,0,27,5,46129395
0,0,46,70,4554,3505,38037,16,330,17963464591120800,66,19,0,14,25,72797361
2,3,39,52,5579,1727,20169,19,880,9580061530060830,30,93,1,37,31,66963919
0,1,45,80,6202,2397,24916,4,736,2938934690592930,46,91,0,59,63,111132014
0,3,35,87,4713,5377,52401,15,64,26277628276983000,71,41,0,7,76,93329323
2,3,32,56,4631,2782,32389,9,359,29563342476224500,62,13,0,31,52,59105002
0,2,37,78,4041,5879,63082,16,515,25194075633866100,56,70,0,22,73,72942517
1,1,38,33,5977,3081,33823,6,476,28777742413346200,83,41,1,6,0,45178106
0,3,30,79,4714,5722,61279,8,530,14202630695942200,71,27,0,21,41,84409877
2,2,46,67,4027,4027,41328,1,689,1744762694677570,84,20,1,35,10,60837876
2,2,37,65,3115,3462,38618,14,575,10994846030437100,94,28,1,38,0,47297785
2,1,42,61,6303,1473,15952,4,810,2089515159281910,74,31,0,27,0,85759668
0,2,31,88,3688,3844,38488,10,595,24705757545596800,46,82,0,75,82,74182192
2,1,33,52,5597,2641,31315,16,435,17468554254214400,29,81,0,2,49,66813808
2,1,48,57,5873,1849,28102,4,581,12409320965382600,34,54,1,44,4,74968623
0,4,42,88,6665,4613,52191,2,811,17691804847898100,46,60,0,37,75,131039465
1,3,49,38,5165,2840,35571,2,923,6572380496409920,77,93,1,35,27,45141815
0,5,50,88,3025,7468,82547,13,321,23027986295512200,14,92,0,20,59,6196391
2,1,37,66,5505,3584,44489,11,244,16290174286300500,83,85,1,21,36,8263190
2,3,36,62,5573,1406,17378,10,287,2745585546375730,78,44,0,22,22,77880596
0,2,47,71,3385,3453,38380,6,975,2808125773165340,55,43,0,6,4,54662065
1,0,50,33,3784,2342,23943,7,520,8137620259115880,46,90,1,6,22,29407935
2,1,43,60,5745,3862,40401,15,152,2990277468295290,20,93,1,20,23,7861304
2,2,46,51,3175,3443,38514,19,868,29245562863121000,36,82,0,43,16,3902152
2,2,46,53,4099,2856,34970,3,292,20678285331373700,20,78,1,13,3,49094327
0,2,37,73,3325,1657,22772,14,264,25636191812660400,84,60,1,41,16,5588151
2,2,41,69,3446,3303,40667,2,804,5460924488379710,56,40,0,6,29,53732701
1,2,47,30,3958,3266,34672,16,948,29259638492268900,32,32,0,4,11,2883629
2,1,44,60,6206,3224,38655,17,126,16407848162226200,12,23,0,36,53,84676249
2,5,30,51,2906,2174,27011,15,433,277425055604113,57,76,1,18,24,35291921
1,4,37,48,7488,2996,38550,13,996,14628121392967800,78,80,1,24,16,81944726
2,2,33,57,3825,2103,19470,12,170,24704411693508000,79,42,1,11,13,50091075
0,2,35,89,3251,2876,34152,7,863,1544864643720980,29,11,1,8,22,65137531
0,4,48,73,7208,5997,67546,3,601,1406766536513470,100,94,0,0,23,11802756
0,1,31,85,6515,3860,46013,9,590,2866939506886730,61,49,1,51,16,124090295
1,3,34,44,5046,2365,24933,3,968,22477788347417500,40,98,1,42,16,50578939
2,0,36,54,4307,3390,40128,16,793,26002027259974100,45,71,1,28,53,54331189
0,0,42,74,4568,2909,37516,3,194,1858395343741800,21,21,0,14,58,75530634
1,3,41,44,5259,1833,24891,8,810,2795871862895480,54,39,1,35,14,5275982
2,1,34,66,5613,951,17084,8,142,23499011422254400,78,69,0,62,18,83370812
1,0,33,32,3769,2456,26320,15,534,6804191268860620,47,68,0,21,30,29287171
0,4,35,87,7155,5485,55934,5,886,24171769102969000,88,31,1,21,68,13933563
0,3,40,80,4803,3150,35233,13,554,54677616791050900,53,26,0,70,16,87016083
0,5,35,75,3553,4645,54298,15,646,25726723051495200,91,35,1,60,5,6181641
1,1,49,41,5946,1157,21239,7,371,1329665130495390,73,81,0,5,24,55385513
1,3,39,46,5003,1618,21627,12,807,19957118597793700,15,32,0,12,16,52487541
0,0,31,83,4272,4877,48177,3,968,23734425458773500,16,73,0,55,32,79934843
1,1,45,35,6077,3216,34512,8,124,20924124035676200,82,88,1,13,10,49049736
0,4,37,79,692,3254,33464,10,512,2180925578066530,42,45,0,65,32,12258698
0,1,43,85,5584,2650,29244,2,200,2731664358666270,27,11,1,79,27,105511784
2,1,36,67,6156,1021,10061,8,184,143492995755955,88,23,0,38,40,92402411
1,4,41,49,7454,1771,26673,18,988,18678628745475800,98,38,0,45,4,83430735
0,2,45,75,3754,2375,24645,12,239,937321760606768,83,27,1,32,29,64165719
0,4,49,88,692,4002,49126,18,83,16688577054286100,75,36,0,0,45,13689117
1,1,35,32,564,1045,13691,19,407,8750909270611230,10,59,1,29,25,42381285
2,4,37,61,7398,1005,9506,5,154,2083963865253780,20,12,1,10,55,100199832
2,2,39,65,4036,2186,28064,16,418,1310628476409470,70,16,0,13,2,6009482
0,3,49,72,4927,7060,73120,17,612,2647536201351480,47,87,1,36,11,81837505
1,4,48,45,7302,4601,48239,9,221,1358944075055010,12,57,0,36,6,74488439
2,4,32,53,6952,2367,31293,10,119,1217084730530520,77,94,0,52,25,83617483
1,1,33,49,6052,1015,16255,19,769,1728176991136780,48,10,1,34,43,67987341
1,3,40,42,542,1074,13764,12,488,938321766964046,69,10,0,13,38,5205210
0,5,32,73,2592,5688,55114,1,371,10095153197753500,52,77,0,21,12,4347181
2,5,37,53,3083,2381,29943,17,657,2457865188530500,12,53,0,30,13,38580215
0,0,33,76,3736,2451,22830,3,619,17430635067422200,67,92,1,73,24,64244976
2,4,43,70,6874,1604,17652,7,169,10158548602616200,81,81,1,23,15,107512292
2,4,49,61,7209,3006,30416,9,732,57880701809872400,24,55,1,23,27,98709861
2,3,50,51,453,2932,36607,5,160,16661936440733700,90,53,0,31,39,52782505
2,2,38,65,3653,2546,32160,9,622,2356575326008410,26,83,0,53,40,54452284
2,5,42,56,2812,1491,18588,19,305,1377975160477490,48,82,1,33,17,37554558
1,0,47,48,4236,1876,19522,11,471,11199106741701900,57,35,0,9,3,46612874
0,3,32,80,4656,3372,39840,14,205,14909489012216800,38,71,1,45,39,84655224
1,4,44,30,7309,2969,36217,14,234,2897823861963850,55,68,0,13,23,50971489
2,5,38,58,321,1197,17959,8,602,15579052350452800,75,87,1,22,50,43004285
0,0,34,74,4568,3826,46442,1,762,11490952188139800,74,88,0,31,54,76285798
2,1,38,66,6502,3669,43584,4,611,1923106349985430,93,34,0,59,32,9649706
0,5,32,70,2812,1942,25858,16,651,2526859354414830,88,89,0,46,38,46379958
1,0,44,46,353,1197,16211,1,286,5558307450584710,99,93,1,11,23,37059045
0,3,35,81,5221,3373,36864,19,907,18952542155727300,64,20,0,40,62,96339531
0,1,36,82,6163,1652,22769,3,494,259078102805737,46,62,0,33,59,112542595
0,0,32,80,353,2193,25297,2,552,10390593908230300,32,49,1,46,51,63358845
0,0,47,82,3635,5178,56254,17,374,2804207448753660,32,46,1,19,48,68743645
0,4,40,82,7143,3853,42609,11,426,19442390525434700,24,73,1,15,65,131306629
2,2,41,55,4003,1966,26008,3,898,17918160935553700,75,22,0,51,40,49969948
0,5,41,75,3497,6450,65253,7,843,29091537936518100,69,84,0,49,14,60585901
0,4,38,89,6667,6766,66504,10,552,824129288001999,36,12,1,8,56,133071005
1,1,34,50,5923,2516,27930,3,715,23503529154301200,90,62,0,43,45,67098124
0,2,45,79,3048,4378,47044,8,924,25464282268081600,60,30,1,49,48,55355824
1,0,33,48,4016,1117,12502,5,506,1721391293246340,16,70,1,2,9,43521628
2,4,32,52,7328,959,12117,10,456,51618919280013300,16,57,0,9,5,85214491
0,2,44,76,3869,8442,83905,12,741,1810841265348290,23,100,0,39,63,68439299
1,5,34,34,3049,3365,33663,18,137,8837798220684490,29,88,1,0,22,25855397
1,1,36,37,5605,3410,39481,6,154,190642630422644,90,40,1,6,4,4746307
2,3,40,54,492,1654,22767,8,634,23465465464303400,80,58,1,30,39,60502135
0,4,39,81,7525,2443,26621,18,507,182767857457221,28,39,0,12,30,13653798
0,1,44,73,5753,2746,35639,6,933,20770050262177700,32,76,0,55,13,9428111
1,3,42,48,4852,2320,31194,9,949,7598638508252310,67,48,1,21,5,53299146
0,4,43,87,7322,8266,88741,16,306,7426143171228010,88,20,0,15,44,143822869
1,1,44,32,6307,3654,39456,11,183,2627351892763990,39,69,0,21,31,4694940
0,1,36,76,6503,2334,23196,2,535,62332465198362500,57,11,1,5,11,10945306
1,2,36,37,3427,2301,24645,17,334,12107499094825200,90,37,1,0,21,30711123
0,4,39,84,7066,2298,29396,13,797,28442414476026300,79,92,1,1,77,133343364
2,1,36,70,6014,2986,33746,7,436,16471677837498300,90,18,0,69,34,94757892
0,0,50,86,4521,3615,41105,10,945,21863464501258200,35,55,0,65,78,88181792
0,4,46,88,7346,6126,69861,13,670,10542259206373600,72,82,0,36,12,145396925
2,1,33,53,6415,701,5947,10,393,11762822007030900,20,91,1,9,39,7653531
0,2,30,85,3146,4629,44442,4,475,17725013686347000,65,60,0,16,20,60712606
2,3,31,62,5371,1843,22439,11,186,20952501207071000,37,24,1,16,57,75150366
0,3,35,81,4976,1675,17988,9,898,29011528027229500,73,95,0,5,66,9088335
1,0,32,33,3526,3153,29868,16,796,19360499263142300,23,77,0,0,7,28388574
1,4,41,41,6566,2071,26049,17,620,7399227448653290,70,46,0,19,13,62011121
0,2,47,86,3746,8962,90045,5,343,14172983062089200,74,35,1,17,62,73756223
0,1,45,78,5909,3151,36710,5,91,11104189678194200,87,14,0,8,9,102717391
0,1,34,81,6455,6407,64835,6,809,11360030514383700,72,27,1,31,71,11770568
1,3,38,44,5308,2361,22428,2,99,17634686235171700,57,80,1,16,3,5261983
0,2,40,89,3024,2015,28778,14,831,129166605792865,81,20,1,18,54,61675852
1,0,46,31,4256,3557,37131,11,943,12232722078550600,36,22,1,22,18,31362029
2,3,47,58,4712,1305,14601,19,917,29200474023661100,71,28,1,48,8,62962851
1,3,48,43,4965,1524,22152,11,222,19598965653622700,75,46,0,12,0,48903745
1,0,40,33,4187,3598,40501,6,338,11544470731590900,45,27,1,0,22,32121368
2,4,44,53,746,3574,44194,13,965,11896735641752700,99,91,1,44,12,9020605
1,1,32,35,6002,1672,15020,19,211,25275702832648000,42,33,1,9,28,48870504
0,4,41,74,7389,5519,63074,3,628,27161895630552500,18,93,1,25,52,122438907
0,2,35,86,3861,6768,73018,16,389,21975780130512700,37,99,1,47,43,76803654
1,5,39,42,2956,2785,33885,9,372,15786170612870500,19,78,1,32,29,29416179
0,5,43,89,3051,1960,24929,3,375,24114350267218500,41,11,1,39,38,60755613
1,5,35,46,3271,2881,29819,19,782,2843454728419840,22,32,0,7,22,35954558
0,0,31,88,3534,5399,54045,15,216,9155014184157690,50,34,1,54,20,71412039
0,3,30,70,548,5609,63936,13,732,26542641207913000,80,59,1,19,12,8748071
1,4,30,50,7347,2683,31908,17,784,26220565458574100,16,24,0,1,25,83259462
0,1,30,86,5774,2390,29443,8,216,14162549058916600,61,17,1,38,46,110971447
1,5,32,32,3579,2845,31430,14,418,12294652734669200,14,26,1,7,25,2746366
0,4,35,83,6697,2997,38350,9,134,19132753651962100,90,39,0,71,3,124440047
0,5,34,81,3505,4271,42020,3,164,11807344472694900,93,14,1,60,70,64349395
2,5,50,64,2857,1804,24203,9,861,86344326324999,54,28,1,51,5,42077519
2,1,36,55,6339,773,14323,12,946,28826972639590600,79,25,1,0,5,78481715
1,2,33,49,3502,2630,31315,15,914,17284144752335600,63,80,0,27,42,40770475
2,2,41,51,381,1401,19252,17,99,16806402094005700,41,25,1,29,38,4516537
1,2,47,33,3171,4382,50125,9,507,8152578620601930,32,81,0,12,30,25524324
2,0,44,62,3796,2886,29441,8,937,1760382163083800,78,56,1,40,8,53961801
0,3,36,82,461,5247,58601,6,421,235708253848642,49,78,1,48,1,85411525
1,0,41,46,4452,1258,12284,9,879,11201157587566400,93,51,0,20,20,47073448
1,4,44,35,6826,2138,26629,15,267,142222164295296,98,91,0,20,6,55451011
0,0,45,80,4264,7305,74920,18,308,9472882214598240,29,35,1,39,0,78523526
1,4,43,48,7402,1938,18882,11,697,13876892827069600,60,79,0,10,6,80247766
1,4,47,45,7492,4595,45892,14,865,2653203875001390,58,25,0,26,8,76995098
2,3,47,57,4617,1781,27231,13,419,10926501769472500,88,89,0,4,24,60435392
